,mean,std
ModelParameterRadomisation,0.5963786203691944,0.11310018916351569
MaxSensitivity,2.629108637714053,0.29302583918697234
Relative Output Stability,0.43080817305956176,0.1690385998807075
Monotonicity,0.002506265664160401,0.0
Faithfulness,0.6221893315619611,0.09796621534675952
LocalLipschitzEstimate,1.253320381448878,0.2260737722681006
Sparsity,318542.6358930665,319555.71780663345
Complexity,0.9848051586175459,0.004984362193408171
