,mean,std
ModelParameterRadomisation,0.882654543289351,0.03788151322029571
MaxSensitivity,1.3521351167592535,0.33755751955615004
Relative Output Stability,0.7533569325308964,0.2536853525998632
Monotonicity,0.002506265664160401,0.0
Faithfulness,0.2887565401640344,0.07066031078271019
LocalLipschitzEstimate,0.565902966189559,0.1524322176066176
Sparsity,759979.5711315022,1042575.3443997201
Complexity,0.9996179082296476,0.00011038140006999978
