,mean,std
ModelParameterRadomisation,0.879987400454849,0.03800367985539224
MaxSensitivity,1.3732092279098107,0.3317180592991983
Relative Output Stability,0.5335897366272871,0.4395895970668632
Monotonicity,0.002506265664160401,0.0
Faithfulness,0.404291195924892,0.0654207379921618
LocalLipschitzEstimate,0.8268237833235104,0.13890582576836571
Sparsity,979781.4148677349,981434.9116074382
Complexity,0.9996465652781097,0.0001158957659892603
