,mean,std
ModelParameterRadomisation,0.38840959439539907,0.09306049758930249
MaxSensitivity,3.0377555242082472,0.18264168327651056
Relative Output Stability,0.22278543011110455,0.23969881850855998
Monotonicity,0.002506265664160401,0.0
Faithfulness,0.6666565125896817,0.1556409724324252
LocalLipschitzEstimate,1.3678386820451065,0.28915683144450627
Sparsity,83.88486011030469,227.8052975848922
Complexity,0.013787810097587831,0.04198487417092043
