,mean,std
Sparsity,0.869278561881575,0.05471162237883525
Complexity,3.04286352332577,0.4522067777304444
Faithfulness,0.7956955920551775,0.1063791952954114
Monotonicity,0.538195977448122,0.0841477554212333
MaxSensitivity,0.654476320142561,0.10886338606249606
LocalLipschitzEstimate,2.1639636970727385,0.3286470200599091
Relative Output Stability,27.255506871930564,2.00784719922376
ModelParameterRadomisation,0.9939802404129477,0.00586650873561116
