,mean,std
Sparsity,0.30438880374949867,0.0041130158359593254
Complexity,4.735276779848757,0.0033985124808852433
Faithfulness,0.017025311147529577,0.05016241492256305
Monotonicity,0.27370640443764954,0.08306451904793238
MaxSensitivity,1.4745825523604745,0.19140118314294902
LocalLipschitzEstimate,5.175565478964289,0.17637982346538741
Relative Output Stability,11.378172967712654,2.125867348293931
ModelParameterRadomisation,0.617633942724627,0.05948463855643037
