,mean,std
Sparsity,0.8691767036234797,0.05466213130511105
Complexity,3.0443028432970745,0.4507037114397588
Faithfulness,0.7999707586790659,0.1033893197095906
Monotonicity,0.0025,0.05
MaxSensitivity,0.6545827473516654,0.10977863913702847
LocalLipschitzEstimate,2.161285429898808,0.3623881445696186
Relative Output Stability,27.14035984222517,2.032165147625673
ModelParameterRadomisation,0.9940750520302243,0.005647099370854681
