,mean,std
Sparsity,0.8693571709097162,0.0544510835284795
Complexity,3.043638509529533,0.44996642192290837
Faithfulness,0.8021718624146036,0.10528857443337403
Monotonicity,0.0025,0.05
MaxSensitivity,0.7249452033975025,0.07126013848110596
LocalLipschitzEstimate,2.5362780260821896,0.28600905726340453
Relative Output Stability,19.81669878533388,1.706086611808145
ModelParameterRadomisation,0.9936411156427444,0.006490326797174849
