,mean,std
Sparsity,0.8692148357134822,0.05462768545991341
Complexity,3.0441571608035827,0.45055307623789825
Faithfulness,0.8003877686916732,0.10393015771161464
Monotonicity,0.0025,0.05
MaxSensitivity,0.6219260697383918,0.10914955742383244
LocalLipschitzEstimate,2.073860687038416,0.3358967676090525
Relative Output Stability,26.94497430470954,1.9687819709989827
ModelParameterRadomisation,0.9940360887982159,0.00570241268269801
