,mean,std
ModelParameterRadomisation,0.29648424510122307,0.08886072670236161
MaxSensitivity,0.6414849890602959,0.10066266681618878
Relative Output Stability,1.7177913903357833,1.4933714756904375
Monotonicity,0.02,0.0
Faithfulness,0.21587443443356455,0.37260950551931543
LocalLipschitzEstimate,1.3220396151992722,0.1845179847878065
Sparsity,0.5742349186799939,0.044371703067346696
Complexity,2.746428856547051,0.10129070385500365
