,mean,std
ModelParameterRadomisation,0.9996166223738318,0.00010811378827915771
MaxSensitivity,0.2563976099093755,0.058553490575375004
Relative Output Stability,508810.6305635633,652145.9341747127
Monotonicity,0.02,0.0
Faithfulness,0.7456123094454314,0.2264809387302741
LocalLipschitzEstimate,0.5196342496316991,0.15607738633883014
Sparsity,0.879301261178609,0.040839409919443515
Complexity,1.3880130463106273,0.31443042764036533
