,mean,std
Sparsity,0.38212558831754917,0.07012169518530346
Complexity,3.067038106393407,0.0852610129876434
Faithfulness,0.21329201483378854,0.20528925249527066
Monotonicity,0.02,0.0
MaxSensitivity,0.7017389312386513,0.12344268107400244
LocalLipschitzEstimate,1.3228105968074906,0.31549631051155863
Relative Output Stability,3.0457648384196414,0.8846489036110742
ModelParameterRadomisation,0.015172215919866281,0.040156766163112034
